date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:42:11	86424/86424	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215198-659d0c8d-7788bd7270e692b0;;;%22	https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/growhub-core/assets/fonts/Flaticon.woff	(from https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/css/flaticon.css?ver=1.0.1)
23:42:12	89845/89845	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Mar%202024%2018:42:02%20GMT	https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/images/cross-out.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/growhub-core/assets/images/cross-out.png	(from https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/css/owl.css?ver=1.0.1)
23:42:12	553/553	---M-Z	200	added ('OK')	image/svg+xml	etag:%22229-659d0c8d-10cf59c7dd7e5b02;gz%22	https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/img/process-line.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/growhub-core/assets/img/process-line.svg	(from https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/css/custom-widgets.css?ver=1.0.1)
23:42:21	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-65d53793-1455aa8b47bb3661;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:21	70552/70552	---M--	200	added ('OK')	font/woff2	etag:%2211398-659d0c8d-4b9ad7a5a36a3d76;;;%22	https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/growhub-core/assets/fonts/Flaticon.woff2	(from https://growhub.themepul.com/wp-content/plugins/growhub-core/assets/css/flaticon.css?ver=1.0.1)
23:42:22	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c8-65d53793-1455aa8b47bb3661;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:23	14176/14176	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223760-65d53793-563398c27691f39;;;%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:25	46770/46770	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6b2-65d53793-3cd05a602008dc7d;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:30	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%229e-65d53793-d71b5ff59925b67a;;;%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:30	1359/1359	---M-Z	200	added ('OK')	image/svg+xml	etag:%2254f-65d53793-3ea36c3e1c620f39;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:32	4634/4634	---M-Z	200	added ('OK')	image/svg+xml	etag:%22121a-65d53793-e87f91e164b5a4f9;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:32	3110/3110	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c26-65d53793-8f5dc948c1c1bc08;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:33	14100/14100	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223714-65d53793-3bb541bd79729e1c;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:33	804/804	---M-Z	200	added ('OK')	image/svg+xml	etag:%22324-65d53793-88a224b73d98fcc8;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:34	6797/6797	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a8d-65d53793-355dd743ea025e82;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:34	2800/2800	---M-Z	200	added ('OK')	image/svg+xml	etag:%22af0-65d53793-53c20276ffb52df3;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:36	2185/2185	---M-Z	200	added ('OK')	image/svg+xml	etag:%22889-65d53793-57549258e59b9f17;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:37	4662/4662	---M-Z	200	added ('OK')	image/svg+xml	etag:%221236-65d53793-a07a2f05aedb8249;gz%22	https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from https://growhub.themepul.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.6.1)
23:42:46	76728/76728	---M--	200	added ('OK')	font/woff2	etag:%2212bb8-659d0c81-a1c9245a342d3399;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-brands-400.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:42:47	1090107/1090107	---M--	200	added ('OK')	image/jpeg	etag:%2210a23b-6566f8d7-73e16f6758b3b885;;;%22	https://growhub.themepul.com/wp-content/uploads/2023/11/blogs1.jpg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/11/blogs1.jpg	(from https://growhub.themepul.com/)
23:42:56	150592/150592	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2224c40-659d0c81-67f207a978d25b21;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/bootstrap-icons.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/bootstrap-icons.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/bootstrap/bootstrap-icons.css?ver=1.0.1)
23:42:56	89988/89988	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2215f84-659d0c81-875bf40a46537ee2;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-brands-400.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:04	182080/182080	---M--	200	added ('OK')	font/woff2	etag:%222c740-659d0c81-5847e948369213;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-duotone-900.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-duotone-900.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:13	112440/112440	---M--	200	added ('OK')	font/woff2	etag:%221b738-659d0c81-9313166f3898a074;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/bootstrap-icons.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/bootstrap-icons.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/bootstrap/bootstrap-icons.css?ver=1.0.1)
23:43:14	184204/184204	---M--	200	added ('OK')	font/woff2	etag:%222cf8c-659d0c81-b8a89e8b1ab94bd6;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-light-300.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:25	245416/245416	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223bea8-659d0c81-33f20f88db1232a2;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-light-300.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-light-300.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:34	168824/168824	---M--	200	added ('OK')	font/woff2	etag:%2229378-659d0c81-d7a37cd8e30d8efd;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-regular-400.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:39	258976/258976	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223f3a0-659d0c81-f5b8aa524b60a193;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-duotone-900.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-duotone-900.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:40	224592/224592	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2236d50-659d0c81-4e11296e955667c4;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-regular-400.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:41	137104/137104	---M--	200	added ('OK')	font/woff2	etag:%2221790-659d0c81-640dc227d35938d9;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-solid-900.woff2	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:43:44	18005/18005	---M--	200	added ('OK')	image/png	etag:%224655-659d0c81-8e19e1a0dd454262;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/assets/image/page-title.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/assets/image/page-title.png	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/typography.css?ver=1.0.1)
23:43:56	96924/96924	---M--	200	added ('OK')	font/woff2	etag:%2217a9c-65f22b8f-cb5b9567063609c6;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.29.0	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff2	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0)
23:44:05	183368/183368	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222cc48-659d0c81-1772d06f980f1b40;;;%22	https://growhub.themepul.com/wp-content/themes/growhub/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/themes/growhub/fonts/fa-solid-900.woff	(from https://growhub.themepul.com/wp-content/themes/growhub/assets/css/fontawesome-all.css?ver=1.0.1)
23:44:06	118748/118748	---MCZ	200	added ('OK')	application/font-woff	etag:W/%221cfdc-65f22b8f-16e7e83555646e90;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.29.0	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.woff	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0)
23:44:09	218588/218588	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22355dc-65f22b8f-2bdcc4c9ecaa9fbf;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.29.0	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0)
23:44:17	218428/218428	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223553c-65f22b8f-f4d7419a9d2d5ef4;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.29.0	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.ttf	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0)
23:44:21	151556/151556	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-65f22b8f-2f44243fb3dd174;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:25	330200/330200	---M-Z	200	added ('OK')	image/svg+xml	etag:%22509d8-65f22b8f-7270035b74dcd9f0;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.29.0	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons8016.svg	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.29.0)
23:44:28	151556/151556	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2225004-65f22b8f-2f44243fb3dd174;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:34	81612/81612	---M--	200	added ('OK')	font/woff2	etag:%2213ecc-65f22b8f-811a14776c904707;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:41	97804/97804	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217e0c-65f22b8f-c4c68d316d7c343e;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:41	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-65f22b8f-3f3572806c25a058;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:43	151368/151368	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2224f48-65f22b8f-87505b4a044955cc;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:48	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-65f22b8f-c8cb9927acf98501;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:48	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-65f22b8f-3f3572806c25a058;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:52	33736/33736	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2283c8-65f22b8f-76cf0990cbf12eb6;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:55	16276/16276	---MCZ	200	added ('OK')	application/font-woff	etag:W/%223f94-65f22b8f-a460d8cdafba58e5;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:44:59	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-65f22b8f-c0fc0a98a1add970;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:05	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-65f22b8f-e6cd4574daa5fc95;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:06	749223/749223	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6ea7-65f22b8f-3905d5aadcab5f76;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:09	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2213174-65f22b8f-5ec7a98f4ce9bb8e;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:11	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-65f22b8f-e6cd4574daa5fc95;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:13	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Mar%202024%2018:45:05%20GMT	http://growhub.themepul.com/wp-content/uploads/2023/12/service-shape.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/service-shape.9a.delayed	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:15	1131/1131	---M--	200	added ('OK')	image/png	etag:%2246b-6569abbf-885a844f5481c050;;;%22	https://growhub.themepul.com/wp-content/uploads/2023/12/service-shape.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/service-shape.png	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:16	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Mar%202024%2018:45:08%20GMT	http://growhub.themepul.com/wp-content/uploads/2023/12/banner.jpg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/banner.9c.delayed	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:19	101652/101652	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2218d14-65f22b8f-e59baf4ef98e6869;;;%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:21	4064/4064	---M--	200	added ('OK')	image/png	etag:%22fe0-6576debb-42ac3dc5543ebc1f;;;%22	https://growhub.themepul.com/wp-content/uploads/2023/12/teamsahres.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/teamsahres.png	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:23	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Mar%202024%2018:45:14%20GMT	http://growhub.themepul.com/wp-content/uploads/2023/12/watch.png	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/watch.9f.delayed	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:27	202744/202744	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22317f8-65f22b8f-5cab6320b8fad269;gz%22	https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://growhub.themepul.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1)
23:45:28	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Mar%202024%2018:45:20%20GMT	http://growhub.themepul.com/wp-content/uploads/2023/12/apportments.jpg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/apportments.a1.delayed	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
23:45:30	105395/105395	---M--	200	added ('OK')	image/jpeg	etag:%2219bb3-6569ac79-2bda6f025ef0be06;;;%22	https://growhub.themepul.com/wp-content/uploads/2023/12/banner.jpg	C:/My%20Web%20Sites/newest%20green/growhub.themepul.com/wp-content/uploads/2023/12/banner.jpg	(from https://growhub.themepul.com/wp-content/uploads/elementor/css/post-9.css?ver=1704792904)
